id,name,type,lat,lon
631356623,38. Schule Grundschule Lichtenberg,school,52.52755165,13.477117641666666
638332625,Kitaverbund "Regenbogen",kindergarten,52.5470996875,13.4863295625
669628058,Montessori Integrationskita Miteinander,kindergarten,52.53244982580645,13.457710522580646
692426635,Unknown,school,52.54770845,13.46066255
692426636,Unknown,school,52.54790865,13.46054345
760193958,Dreieins Grundschule,school,52.54758512608696,13.4553223
915545477,Unknown,school,52.534657925000005,13.472786525
1023022210,Kita Kinderträume,kindergarten,52.52846095,13.461513425
1039827892,Kita Raupe Nimmersatt,kindergarten,52.54324485555556,13.454427994444444
1042961552,Akutaufnahme St. Florian,hospital,52.5500493625,13.4689496
1042965324,Unknown,hospital,52.55039866,13.46830089
1042965325,Unknown,hospital,52.55018515,13.468445975
1117819400,Europa-Kita,kindergarten,52.53298783333333,13.468603366666665
1132991609,Schul- und Leistungssportzentrum Berlin,school,52.54649252777778,13.475537600000001
1304963615,Sporthalle Grundschule am Blumenviertel,school,52.536579825000004,13.455441175
1433767664,Tagesklinik St. Wunibald,clinic,52.55179548461538,13.467970769230769
1433767664,Tagesklinik St. Wunibald,clinic,52.55179548461538,13.467970769230769
