poi_id,x,y
23874978,1168.996185,665.428777
23874978,1163.282392,663.94204
23874978,1163.60751,662.688532
23874978,1156.542135,660.853451
23874978,1155.165695,666.113978
23874978,1154.660488,665.980529
23874978,1153.909862,668.856986
23874978,1150.960767,668.087852
23874978,1150.134369,666.937788
23874982,1170.782453,671.909938
23874982,1167.499972,671.10368
23874982,1167.175841,672.401676
23874982,1165.555928,678.925025
23874982,1182.765572,683.406002
23874982,1186.39125,668.781764
23874982,1179.034439,666.964244
23874982,1178.008738,667.843826
23874982,1176.039851,669.345223
23874982,1174.900574,673.977336
23874982,1171.966288,673.2635
23874982,1170.782453,671.909938
23874991,1193.345123,584.502659
23874991,1196.709556,585.329374
23874991,1196.159816,587.778517
23874991,1195.585901,590.361728
23874991,1204.081522,592.109509
23874991,1204.650384,589.604305
23874991,1204.965528,588.206362
23874991,1205.268584,586.875454
23874991,1207.985493,574.419025
23874991,1211.17409,559.971422
23874991,1205.543694,558.883377
23874991,1198.807516,559.043902
23874991,1193.345123,584.502659
23875007,1115.302739,545.228971
23875007,1121.446989,543.779536
23875007,1121.579715,544.255079
